textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km�),Density (P/Km�)
e8b0f25bfe,Sonny you are a mystery man!  I`m into it thoughh.,Sonny you are a mystery man!  I`m into it thoughh.,neutral,morning,46-60,Singapore,5850342,700,8358
52484392cd,is loving the fact that Jor can talk and tell me what she wants!! AMAZING,AMAZING,positive,noon,60-70,Slovakia,5459642,48088,114
076b526c6e,I miss Vermont,miss,negative,night,70-100,Slovenia,2078938,20140,103
315da5241f, i love that song,i love that song,positive,morning,0-20,Solomon Islands,686884,2.80E+04,25
b523effde4, I tried to DM you but your not following me,but your not following me,negative,noon,21-30,Somalia,15893222,627340,25
92654b40a5,i am on aim getting ready to go to bed. running a 5k tommorow for mothers day. wish me luck!,wish me luck!,positive,night,31-45,South Africa,59308690,1213090,49
57a18c1134,"http://tinyurl.com/c4z6gn Wow.. Wow.. hope, i too get that sort of Guts in near future","Wow.. hope,",positive,morning,46-60,South Korea,51269185,97230,527
4714a183be," Have to listen to samples to make sure I`m thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.","Loud, odd,",negative,noon,60-70,South Sudan,11193725,610952,18
03b68badab, Awww I HATE that one!!,Awww I HATE that one!!,negative,night,70-100,Spain,46754778,498800,94
88dc8f2531, haha..i wont  well il try not..lol... night chick..xxxxx,haha.,positive,morning,0-20,Sri Lanka,21413249,62710,341
ed29f08bcd,apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight,apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight,neutral,noon,21-30,Sudan,43849260,1765048,25
cd8a3ce7dc,"Last one month due to summer, strawberry is not availble in the Chennai markets!",strawberry is not availble in the,negative,night,31-45,Suriname,586632,156000,4
aa5f1492cc,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she`s all i ever needed in this life.,im super hurt right now.,negative,morning,46-60,Sweden,10099265,410340,25
95a60b53a0,is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there,angrrry!,negative,noon,60-70,Switzerland,8654622,3.95E+04,219
eb750f1bb0," Good morning, baby  Yes, i slept like a rock. Refreshed & ready for anything. How are you? *hugs you & doesn`t let go* Miss u","Good morning, baby  Yes, i slept like a rock. Refreshed & ready for anything. How are you? *hugs you & doesn`t let go* Miss",neutral,night,70-100,Syria,17500658,183630,95
257681f691,Sittting in my seat watching the tyra show,Sittting in my seat watching the tyra show,neutral,morning,0-20,Tajikistan,9537645,139960,68
d31b1fafb0,o **** i just accidentally listened to rick ross,****,negative,noon,21-30,Tanzania,59734218,885800,67
c032dbb896,live long and prosper  #fb,live long and prosper  #fb,positive,night,31-45,Thailand,69799978,510890,137
30be865871,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!",totally worth it.,positive,morning,46-60,Timor-Leste,1318445,14870,89
366cc0d7ac,"_____ re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?","re:firmware. Heh, just a coincidence. I didn`t do anything. Maybe the SW guys heard you?",neutral,noon,60-70,Togo,8278724,54390,152
f172eab046,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.,i miss that thing.,negative,night,70-100,Tonga,105695,720,147
a964f9caec,Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He` ok now,Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He` ok now,neutral,morning,0-20,Trinidad and Tobago,1399488,5130,273
670ce5020c,ugh... my back is killing me.,ugh... my back is killing me.,negative,noon,21-30,Tunisia,11818619,155360,76
73fb731c75," oh, left off the  smiley face so you knew I was kidding.",w I was kidding.,neutral,night,31-45,Turkey,84339067,7.70E+05,110
83c1373401, Suspect tax-man is at fault....,fault.,negative,morning,46-60,Turkmenistan,6031200,469930,13
96ff4c01a3,"off to westend now, enjoying the sun.",enjoying,positive,noon,60-70,Tuvalu,11792,30,393
160236c81a, Aww nice,Aww nice,positive,night,70-100,Uganda,45741007,199810,229
f9a95043ae,Just found out that Mad Men season 3 is delayed until August.,Just found out that Mad Men season 3 is delayed until August.,neutral,morning,0-20,Ukraine,43733762,579320,75
0688b31fc2, still here unfortunately!!!!,unfortunately!,negative,noon,21-30,United Arab Emirates,9890402,83600,118
99a0bfe701, man i still haven`t seen that movie...too bad i`m at work,bad,negative,night,31-45,United Kingdom,67886011,241930,281
54b529cfec,<3 ryan baby iloveyopu **** <3 10 days kayleigh baby lymz cntt waiit,<3 ryan baby iloveyopu **** <3 10,positive,morning,46-60,United States of America,331002651,9147420,36
1373d00ff7,Happy mothers day  I`m so hungry and the resturants are all closed... ****,Happy mothers day  I`m so hungry and the resturants are all closed... ****,neutral,noon,60-70,Uruguay,3473730,175020,20
258ed281c7,Just got to the hospital. Jimmys really bad....please please send your good thoughts. I`m really worried.,worried.,negative,night,70-100,Uzbekistan,33469203,425400,79
68cbeb3bc0,Tired beyond reason. I would rather be just about anything else other then tired,Tired,negative,morning,0-20,Vanuatu,307145,1.22E+04,25
0ce534f141, I`ve thought about it several times . got a few good friends there!,good,positive,noon,21-30,Venezuela,28435940,882050,32
03f89d7db1,_m do it up,_m do it up,neutral,night,31-45,Vietnam,97338579,310070,314
0bfe445bae,brought the SF fog to LA,brought the SF fog to LA,neutral,morning,46-60,Yemen,29825964,527970,56
0d1a051f0a,I`m pondering lunch at Shane`s. I think. I can already hear people whining about it...,whining ab,negative,noon,60-70,Zambia,18383955,743390,25
b72b855538, Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.,wrong.,negative,night,70-100,Zimbabwe,14862924,386850,38
bee22c2654,My cat has been missing for 2 days. I am freaking out.,My cat has been missing for 2 days. I am freaking out.,negative,morning,0-20,Afghanistan,38928346,652860,60
a351c5032a,watching  on SNL,watching  on SNL,neutral,noon,21-30,Albania,2877797,27400,105
e41ae07da9,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,negative,night,31-45,Algeria,43851044,2381740,18
31abe40daf, sorry about your sadness   nitenite love,sorry about your sadness,positive,morning,46-60,Andorra,77265,470,164
ac9905e1cb,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.,WELL ****.,negative,noon,60-70,Angola,32866272,1246700,26
c05ab1f1cf, ummm. Idk. Courtney`s date is hooking us up.,ummm. Idk. Courtney`s date is hooking us up.,neutral,night,70-100,Antigua and Barbuda,97929,440,223
c8bc2ce7ca, I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,I don`t know how to send it to you Anna.  Let me think for a bit and I will find some way to do it,neutral,morning,0-20,Argentina,45195774,2736690,17
fc13a7debc," Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it","Thanks,",positive,noon,21-30,Armenia,2963243,28470,104
bb0156dcda, I am absolutely craving a brownie with ice cream right now. FedEx some over!,I am absolutely craving a brownie with ice cream right now. FedEx some over!,neutral,night,31-45,Australia,25499884,7682300,3
770d50b0c4,getting ready for the dayyyyyyyyyyyy. i hope work goes good!,i hope work goes good!,positive,morning,46-60,Austria,9006398,8.24E+04,109
7eebee2219,"Stuck in an office, red hot",Stuck,negative,noon,60-70,Azerbaijan,10139177,82658,123
38a78f5522,"got through two thirds of new moon in three days, now on to eclipse..........then more work  assignments sadly dnt write them selves.",sadly,negative,night,70-100,Bahamas,393244,10010,39
fc93cbf8e2,i blame you all!  got it??? good :p she better be in good condition 2! <33 night,i blame you all!  got it??? good :p she better be in good condition 2! <33 night,neutral,morning,0-20,Bahrain,1701575,760,2239
1cdb4b136b, So Palin got the new haircut,So Palin got the new haircut,neutral,noon,21-30,Bangladesh,164689383,130170,1265
d30cabe282,'It`s not **** if you scream surprise first.' - my customer just said to me. Haha.  (via )LMAO,Haha.,positive,night,31-45,Barbados,287375,430,668
a93e1ffc84,Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,neutral,morning,46-60,Belarus,9449323,202910,47
703fd4408a,"Aw ****! My iPod has a thin, gray line across the screen! Didn`t drop it - I take good care of it. How long before it dies?",****!,negative,noon,60-70,Belgium,11589623,30280,383
8591d38845," -  I wanna go see them in Edinburgh  won`t happen though haha , yir lucky! And have funnnn  ****",ve funnn,positive,night,70-100,Belize,397628,22810,17
dd86136ae3," Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F`d","Brought back memories mentioning the mixer~of being pushed into Angels desk,with full glass of beer,not my fault,desk F`d",neutral,morning,0-20,Benin,12123200,112760,108
8e77c1c616,Off to Nanaimo 2day... missing my son already and i havent even left yet,missing,negative,noon,21-30,Bhutan,771608,3.81E+04,20
5d3ba9ced7,I don`t like when my g1 changes.    I feel like google should send me an email and tell me all the things they`re gunna do to my phone.,don`t like,negative,night,31-45,Bolivia,11673021,1083300,11
e65765ce9a,whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,whohoo!,positive,morning,46-60,Bosnia and Herzegovina,3280819,51000,64
79de9749b1,hey hey hey!  lol.,hey hey hey!  lol.,neutral,noon,60-70,Botswana,2351627,566730,4
0398e13b67," no, silly, to shoot other shoppers with  though a taser is probably the more humane penalty for 12 items in 5 item line",e penalty,negative,night,70-100,Brazil,212559417,8358140,25
d79a6cd4ef,She is all I can ever think about.  http://twitpic.com/4wg12,She is all I can ever think about.  http://twitpic.com/4wg12,neutral,morning,0-20,Brunei,437479,5270,83
c5d1e7c700,New Project is going incredibly well! and I`m not tired today  I think we should get all Monday`s off. Permanently.,incredibly well!,positive,noon,21-30,Bulgaria,6948445,108560,64
32c9089fe0,its sprinkling outside  i hope it doesn`t rain during our game ..,hope,positive,night,31-45,Burkina Faso,20903273,273600,76
64810cb721, not just me then,not just me then,neutral,morning,46-60,Burundi,11890784,25680,463
51ba52288a,*sigh* Last day at work. I has an sadifying in my heartparts.,sadifying,negative,noon,60-70,C�te d'Ivoire,26378274,318000,83
9daf95b109,: Happy Mother`s day to my Mother. Thank you for being such an awesome mother,Thank you for being such an awesome mother,positive,night,70-100,Cabo Verde,555987,4.03E+03,138
f1a872442a,everything is good except that neck shot and Steve`s back of the head shot!,everything is good except that neck shot and Steve`s back of the head shot!,neutral,morning,0-20,Cambodia,16718965,176520,95
1e8422f197,I don`t remember what i text to twitter to get a list of commands  halp,I don`t remember what i text to twitter to get a list of commands  halp,neutral,noon,21-30,Cameroon,26545863,472710,56
3655db3290, Feel hungry now   Cook for me pleaseYour food it`s my energy to work~,Feel hungry now   Cook for me pleaseYour food it`s my energy to work~,neutral,night,31-45,Canada,37742154,9093510,4
542499cbd6,http://bit.ly/sJDLp  - Great Song! Cobra Starship Feat. Leighton Meester,Great,positive,morning,46-60,Central African Republic,4829767,622980,8
6d2e8a4d40," Yep, I`m more of a facebook person  http://bit.ly/duFAz","Yep, I`m more of a facebook person  http://bit.ly/duFAz",neutral,noon,60-70,Chad,16425864,1259200,13
075b6bcd98," Thanks for the R, but, sorry, the LOTR was spam.","sorry,",negative,night,70-100,Chile,19116201,743532,26
36202a7323,_ yaaaay mish is following gab!,_ yaaaay mish is following gab!,neutral,morning,0-20,China,1439323776,9388211,153
6c8544613a,Morning peeps... If you need to get at me you know where I am... I`ll be around  ? http://blip.fm/~5jtyh,Morning peeps... If you need to get at me you know where I am... I`ll be around,neutral,noon,21-30,Colombia,50882891,1109500,46
462a5b943e, It was on March 22nd in UK..today all quiet here regarding mothers day  Very sweet of u to wish though..thanks!,Very sweet of,positive,night,31-45,Comoros,869601,1861,467
239a6def97," will u give ur mother anything special? I`ll make a cake and make sure mine gets a stressfree day =p cheesy, but it works",stressfree,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,3.42E+05,16
9d8354af23, Many thanks!,thanks!,positive,noon,60-70,Costa Rica,5094118,51060,100
1206faee1b, prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths :|,prettty goooooooood   going to daaaaaancing in a mo and havnt studied much for maths,neutral,night,70-100,Croatia,4105267,55960,73
6db9f12cdd, people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,neutral,morning,0-20,Cuba,11326616,106440,106
9cd96e7c95,the downfall about relaxing later is mad manual labor now...just finish cleaning the fridge..and now to fold clothes..house work blues,house work blues,negative,noon,21-30,Cyprus,1207359,9240,131
6ffbd7296a, Enjoy - we know you will,Enjoy,positive,night,31-45,Czechia (Czech Republic),10708981,77240,139
573e4fe22d,At the dentist. I have a hole in my tooth,I have a hole in my tooth,negative,morning,46-60,Democratic Republic of the Congo,89561403,2267050,40
669d9f0673, I`m afraid not much  I just realized the true difficulty of this design. I may cry soon. #idmfinal,I`m afraid not much  I just realized the true difficulty of this design. I may cry soon,negative,noon,60-70,Denmark,5792202,42430,137
a40a9840b0,Cant fall asleep.,Cant fall asleep.,neutral,night,70-100,Djibouti,988000,23180,43
90846dcd1f,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,neutral,morning,0-20,Dominica,71986,750,96
75c3e2e7d9, I`m not in America! I`m not going anymore  You phoned earlier?,I`m not in America! I`m not going anymore  You phoned earlier?,neutral,noon,21-30,Dominican Republic,10847910,4.83E+04,225
b4de84c30d,Its times like these that I miss Manila. I`m not feeling up to myself lately,miss,negative,night,31-45,Ecuador,17643054,248360,71
2796cba1cb,the beginning of Cater 2 U always gets to me,the beginning of Cater 2 U always gets to me,neutral,morning,46-60,Egypt,102334404,995450,103
2ad9e1b45b, yup it gets better again after S4,yup it gets better again,positive,noon,60-70,El Salvador,6486205,20720,313
6f88ff3191," meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter","meee.. I have a Penguin wallpaper on the backround on my phone, computer, ps3, ipod touch and on my twitter",neutral,night,70-100,Equatorial Guinea,1402985,28050,50
ab8c54c783,I`m not ditchin i`m barfin so sorry guys  ESOTSM;,sorry,negative,morning,0-20,Eritrea,3546421,101000,35
b61254b30c,  he didn`t come to school 2day,he didn`t come to school 2day,neutral,noon,21-30,Estonia,1326535,42390,31
1c474125cf, oic.. will need to get upgrade space if I do want to use it then.thanks  Will most prob only use photoshop and dreamweaver,.thanks,positive,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164,17200,67
bed2473ff4,The test today was killer. I didn`t even manage to finish on time.,The test today was killer. I didn`t even manage to finish on time.,positive,morning,46-60,Ethiopia,114963588,1000000,115
26475e440a,is very hungover,hungover,negative,noon,60-70,Fiji,896445,18270,49
6798142ae5," i don`t know why but, i can only find miss matched socks during winter. i mean, where do they all go?","i don`t know why but, i can only find miss matched socks during winter. i mean, where do they all go?",neutral,night,70-100,Finland,5540720,3.04E+05,18
7aa5241d51, Girls are confusing.,Girls are confusing.,neutral,morning,0-20,France,65273511,547557,119
3fcf9fcf82,suffering benadryl hangover this morning and a killer headache.... ugh!,suffering,negative,noon,21-30,Gabon,2225734,257670,9
db1e64a6ce,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,and it`s my birthday tomorrow. Everything worked fine w/that in the end Convinced her not 2 invite ppl she didn`t know,neutral,night,31-45,Gambia,2416668,10120,239
c6a424899a,I don`t know what to wear....,I don`t know what to wear....,neutral,morning,46-60,Georgia,3989167,69490,57
962e71e2a4," Speaking of fish, our company fish just died  RIP Julio","Speaking of fish, our company fish just died  RIP Julio",negative,noon,60-70,Germany,83783942,348560,240
806f3b3df4, Check this video out -- ScriptGirl Report 05.08.09 http://bit.ly/hclXP ... I can officially now survive the weekend,I can officially now survive the weekend,neutral,night,70-100,Ghana,31072940,227540,137
1e6063981e, Thanks.,Thanks.,positive,morning,0-20,Greece,10423054,128900,81
eadfbc1b72,_bexi I totally and completely agree,I totally and completely agree,neutral,noon,21-30,Grenada,112523,340,331
a0e2fdc0e2, in june. the 6th. a sat!,in june. the 6th. a sat!,neutral,night,31-45,Guatemala,17915568,107160,167
ab8d041ff7,watching M eat a hotdog...gross.. he`s so drunk and annoying.. trying really hard not to glre @ him,annoying..,negative,morning,46-60,Guinea,13132795,2.46E+05,53
bff1cbf608,put my dog to sleep  I love you abby RIP<3,put my dog to sleep  I love you abby RIP<3,neutral,noon,60-70,Guinea-Bissau,1968001,28120,70
b89359ad44," I think he thought about it, but then I sneezed on him",I sneezed on him,negative,night,70-100,Guyana,786552,196850,4
ca4e1c4ff7,been awake 19 hours,been awake 19 hours,neutral,morning,0-20,Haiti,11402528,27560,414
13a9be1098, Haha same!!! But its gonna be awhile til it comes to sweden i think...,Haha same!!! But its gonna be awhile til it comes to sweden i think...,neutral,noon,21-30,Holy See,801,0,2003
42ee0e4339, yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,yeah dropped the bike yesterday.Leg got caught below the engine.bikes not got a mark on it mind   I`m trying to avoid stairs lol,neutral,night,31-45,Honduras,9904607,111890,89
8c5a1638d7,VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,screwing,negative,morning,46-60,Hungary,9660351,90530,107
ba56c535a2," hmm...ok, well I hope you feel better soon babe  Ima go to bed, I have a long day tomorrow",well I hope you feel better,positive,noon,60-70,Iceland,341243,100250,3
84eeb1fdcd, poor pooch...,poor pooch...,negative,night,70-100,India,1380004385,2973190,464
9b72f342a0,Getting ready for school...hope today is a happy and awesome day,hope,positive,morning,0-20,Indonesia,273523615,1811570,151
32894585d2,"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm","setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",neutral,noon,21-30,Iran,83992949,1.63E+06,52
51b158d925,  YOU MAKIN` ME ****,YOU MAKIN` ME ****,neutral,night,31-45,Iraq,40222493,434320,93
7dde04592a,I love my hair blowin in the wind,I love my hair blowin in the wind,positive,morning,46-60,Ireland,4937786,68890,72
235e9a1055,Just reached my Cellgroup leader`s house and he is surprised that I`m dry. Haha.  - http://tweet.sg,surprised,negative,noon,60-70,Israel,8655535,21640,400
7a70061c5d,"Awww kanye west, its such a shame he doesnt get the joke",such a shame he,negative,night,70-100,Italy,60461826,294140,206
3ff9947935,  **** right!,**** right!,positive,morning,0-20,Jamaica,2961167,10830,273
0f191a7736, 'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,neutral,noon,21-30,Japan,126476461,364555,347
6c58d37433," Haha ya, my friend and I are totally having a kick off party for the occasion!!",my friend and I are totally having a kick off party for the occasion!!,positive,night,31-45,Jordan,10203134,88780,115
5ab5ca184c, i need a hug i dnt feel so good,i dnt feel so good,positive,morning,46-60,Kazakhstan,18776707,2699700,7
5c07c2f95a,"just finished the exam. I did ok, I guess.","just finished the exam. I did ok, I guess.",neutral,noon,60-70,Kenya,53771296,569140,94
e24913e1e6,does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,fun,positive,night,70-100,Kiribati,119449,8.10E+02,147
c4c4047736,  Thank you and Happy Mothers Day to your Mother also SNL tonight,d Happy,positive,morning,0-20,Kuwait,4270571,17820,240
9853cc3346," EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol","EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol",neutral,noon,21-30,Kyrgyzstan,6524195,191800,34
66b7d26a3b, awhhh It was so nice to see you.,so nice,positive,night,31-45,Laos,7275560,230800,32
2ad27aff94, yes! My co-workers don`t go to bars with me,yes! My co-workers don`t go to bars with me,neutral,morning,46-60,Latvia,1886198,62200,30
7296060fa1,"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.",lost,negative,noon,60-70,Lebanon,6825445,10230,667
c9cf95f124, =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,I`m insanely jealous.,negative,night,70-100,Lesotho,2142249,30360,71
0417a347f4,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,negative,morning,0-20,Liberia,5057681,96320,53
e09f32ae1a,up late last night  .... Oracle from 8 to 4:30,up late last night  .... Oracle from 8 to 4:30,neutral,noon,21-30,Libya,6871292,1759540,4
e741c1ae0f, glad you liked the quote (Integrity...) - it was in one of my more productive moments,glad,positive,night,31-45,Liechtenstein,38128,160,238
3d07aaa737, I`m going to turn it off. We Tribbles don`t need tracking devices!     #hhrs,I`m going to turn it off. We Tribbles don`t need tracking devices!,neutral,morning,46-60,Lithuania,2722289,6.27E+04,43
ce8998da05,bought beer today,bought beer today,neutral,noon,60-70,Luxembourg,625978,2590,242
d24d6a2a82,ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,****,negative,night,70-100,Madagascar,27691018,581795,48
d5e3295cad, say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),say Hi Nikki pleaseeeeee.,neutral,morning,0-20,Malawi,19129952,94280,203
a5bc478966,i just woke up and remembered theres no school!!! life is good  xxxxxx,good,positive,noon,21-30,Malaysia,32365999,328550,99
7b9eb2deb6,Here  dude we got here n a table readyyy fo us,Here  dude we got here n a table readyyy fo us,neutral,night,31-45,Maldives,540544,300,1802
e618a4c162," your mom, actually","your mom, actually",neutral,morning,46-60,Mali,20250833,1220190,17
3e3a0af796," Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.","Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",negative,noon,60-70,Malta,441543,320,1380
4702ea7cfb,I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,feeling pretty energized,positive,night,70-100,Marshall Islands,59190,180,329
29e7c7df4f,Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,COOLEST,positive,morning,0-20,Mauritania,4649658,1030700,5
0e60538f42,http://twitpic.com/4w6lf - BBQ time again.,http://twitpic.com/4w6lf - BBQ time again.,neutral,noon,21-30,Mauritius,1271768,2.03E+03,626
60c7368394,"Ok, ahhh! Last chance to go into school before chemistry exam!!","Ok, ahhh! Last chance to go into school before chemistry exam!!",neutral,night,31-45,Mexico,128932753,1943950,66
39bb29b400, please wear glasses in your next video!  you look amazing in them.,you look amazing in them.,positive,morning,46-60,Micronesia,115023,700,164
886efc32dc,"I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now","I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now",neutral,noon,60-70,Moldova,4033963,32850,123
e79ee39957,"aww, anyone see hollie steel on BGT tonight? wharra shame","aww, anyone see hollie steel on BGT tonight? wharra shame",negative,night,70-100,Monaco,39242,1,26337
55692ad465, I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,you`re welcome to have it if you like.,positive,morning,0-20,Mongolia,3278290,1553560,2
e92b03dc32,And now im all hungry and thirsty. and too afraid to go downstairs...,afraid,negative,noon,21-30,Montenegro,628066,13450,47
fe56130b35," ohhh. i didn`t log on there, pity me. was it great?",pity,negative,night,31-45,Morocco,36910560,446300,83
7a9d6b1de2,Had a little romantic date with suzy in uptown,Had a little romantic date with suzy in uptown,neutral,morning,46-60,Mozambique,31255435,786380,40
dcb02be904,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,Forgive,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290,83
8821c2f2a8, Oops! I got taken ...,Oops!,negative,night,70-100,Namibia,2540905,8.23E+05,3
ebede9a734, I am also very tired,tired,negative,morning,0-20,Nauru,10824,20,541
ad34a6585f, went to wingstop without me,went to wingstop without me,neutral,noon,21-30,Nepal,29136808,143350,203
a252d170ca,Goodmorning World,Goodmorning,positive,night,31-45,Netherlands,17134872,33720,508
69752318d5,Happy Monday everyone! Loving the new arrangement in my family room,Happy Monday everyone! Loving the new arrangement in my family room,positive,morning,46-60,New Zealand,4822233,263310,18
326b8515f4,On the way to have Griffin`s staples removed from his head!  Should be fun,Should be fun,positive,noon,60-70,Nicaragua,6624554,120340,55
e94a6af02b,like the sound of a tweet,like the sound of a tweet,neutral,night,70-100,Niger,24206644,1266700,19
06a6896e62,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,neutral,morning,0-20,Nigeria,206139589,910770,226
1cc2f519ce, automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,neutral,noon,21-30,North Korea,25778816,120410,214
772aeb5f05,pulled from interesting meeting to an urgent support request,interesting me,positive,night,31-45,North Macedonia,2083374,25220,83
74b3176827,_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,looks scary!!,negative,morning,46-60,Norway,5421241,3.65E+05,15
00bc56b36d," I know, twitter is depressing me tonight",depressing,negative,noon,60-70,Oman,5106626,309500,16
f5d5719228, So am I.,So am I.,neutral,night,70-100,Pakistan,220892340,770880,287
3cf9088652,oh! i think i didnt do well on my photo editing for Db!  sorry :|,sorry :|,negative,morning,0-20,Palau,18094,460,39
de7c86634c, like almost above my sholders,like almost above my sholders,neutral,noon,21-30,Palestine State,5101414,6020,847
93e83d241f, nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,positive,night,31-45,Panama,4314767,74340,58
f5f3a1aa8e," Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we`ll have to mis the TT Bday party, sadly",sadly,negative,morning,46-60,Papua New Guinea,8947024,452860,20
1915bebcb3,headache  wanna see my Julie,headache,negative,noon,60-70,Paraguay,7132538,397300,18
6e88246c57,"it`s `s birthday today, wish her a good one assholes! Sleepytime",wish her a good one assholes!,negative,night,70-100,Peru,32971854,1280000,26
69f6b084df,is hittin` the ole dusty trail w/ Miss Morgan.,is hittin` the ole dusty trail w/ Miss Morgan.,neutral,morning,0-20,Philippines,109581078,298170,368
b10bc31f26," Actually, by the time i get there, the train would have arrived...","Actually, by the time i get there, the train would have arrived...",neutral,noon,21-30,Poland,37846611,3.06E+05,124
d67be03a60,With Aubrey at pearl!!!,With Aubrey at pearl!!!,neutral,night,31-45,Portugal,10196709,91590,111
b65309d7e2,"Oops, they don`t open until 9am","Oops,",negative,morning,46-60,Qatar,2881053,11610,248
9f94cb28a2, and it never arrived. have to wait until Monday now,never,negative,noon,60-70,Romania,19237691,230170,84
f4308050ce,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,awesome,positive,night,70-100,Russia,145934462,16376870,9
139d61afef,Justin is too funny on SNL... Ciara finna perform,Justin is too funny,positive,morning,0-20,Rwanda,12952218,24670,525
fc7d3bfa78, Same here - coffee is the lifeline to all things good,coffee is the lifeline to all things good,positive,noon,21-30,Saint Kitts and Nevis,53199,260,205
eb3af65121,Nursing sore back today,sore,negative,night,31-45,Saint Lucia,183627,610,301
5af375af34, ****. I always forget you are on here,****. I always forget you are on here,negative,morning,46-60,Saint Vincent and the Grenadines,110940,390,284
ddd8ba0f63,Been working on my freakin` computer trying to save stuff on a harddrive and it seems I failed miserably.,I failed miserably.,negative,noon,60-70,Samoa,198414,2830,70
